Crop,Temperature (°C),Humidity (%),Rainfall (mm),Soil Type,Soil pH,Soil Moisture (%),Wind Speed (km/h),Solar Radiation (W/m²),Weather Condition,Precipitation (mm),Evapotranspiration (ET),Growth Stage,Kc,Water Requirement (mm/day)
Sorghum,30.9,51.1,53.9,Red Soil,7.4,25.9,10.6,296.8,Sunny,5,2,Flowering,1,2.4
Sorghum,26.5,43.2,68.2,Sandy Loam,6.5,24.2,9.6,249.2,Sunny,6.3,1.87,Fruiting,0.6,2.41
Sorghum,26.3,49.8,56.1,Sandy Loam,5.6,27.9,9.6,299.2,Sunny,2.7,1.84,Germination,0.3,2.02
Sorghum,31.8,45.8,47.4,Sandy Loam,7.4,25.7,8.1,280.2,Dry,6.2,1.85,Vegetative,0.75,2.38
Sorghum,33.6,55.7,59.2,Red Soil,7.2,21,14.4,263.3,Sunny,8.7,2.29,Flowering,1,3.05
Sorghum,27.3,58.5,55.4,Red Soil,6.9,19.6,8.9,298.7,Sunny,4.5,1.63,Fruiting,0.6,2
Sorghum,33,51.1,55.9,Red Soil,7.3,19.6,13.9,280.9,Dry,1.2,2.35,Germination,0.3,2.35
Sorghum,29.8,45.2,59.8,Red Soil,6,21.4,7.8,276.7,Sunny,1.2,1.78,Vegetative,0.75,1.81
Sorghum,28.9,54.6,55,Sandy Loam,7.1,27.8,12.1,247.8,Sunny,6,1.98,Flowering,1,2.48
Sorghum,34.5,40.4,55.2,Red Soil,6.3,27.4,13.6,244,Sunny,1,2.48,Fruiting,0.6,2.46
Sorghum,33,42.5,54.7,Red Soil,7.1,21.2,13.3,243.2,Sunny,2.2,2.38,Germination,0.3,2.48
Sorghum,33.5,47.8,32.1,Red Soil,5.6,25.7,13.6,303.6,Dry,1.5,2.43,Vegetative,0.75,2.46
Sorghum,27.5,57.9,31.2,Red Soil,6.9,24.8,12.6,300,Dry,8.1,2.02,Flowering,1,2.73
Sorghum,27.9,59.1,44.2,Sandy Loam,7.3,26.9,7.6,266.1,Dry,5.4,1.46,Fruiting,0.6,1.93
Sorghum,25.7,47.4,65.6,Red Soil,6.8,27.7,9.1,272.5,Dry,0.8,1.78,Germination,0.3,1.77
Sorghum,32.9,58.3,32.4,Red Soil,7.1,23.9,14.1,236.3,Dry,7.1,2.16,Vegetative,0.75,2.76
Sorghum,26.2,42.1,39.9,Red Soil,6.1,24.1,10.8,295.7,Sunny,6.7,2.09,Flowering,1,2.66
Sorghum,27.1,54.4,33.9,Sandy Loam,7.3,18.8,6.3,253.4,Dry,5.1,1.38,Fruiting,0.6,1.82
Sorghum,32.2,43.3,65.2,Red Soil,5.8,19.3,7.5,252.3,Sunny,6.7,1.79,Germination,0.3,2.37
Sorghum,32,52,58.6,Red Soil,7.3,22.2,7.5,286.8,Dry,7.6,1.68,Vegetative,0.75,2.36
Sorghum,34.4,54,56.9,Sandy Loam,7.1,18.9,6.3,309.1,Sunny,6.8,1.6,Flowering,1,2.2
Sorghum,28.5,45.4,62.7,Red Soil,5.9,19.1,12.2,288.7,Dry,8.4,2.21,Fruiting,0.6,2.94
Sorghum,31.6,43.6,35.8,Red Soil,6.2,19,8.9,230.5,Dry,1.4,1.86,Germination,0.3,1.91
Sorghum,26.1,41.1,51.6,Sandy Loam,6.1,25.6,13.7,247.1,Dry,9.2,2.3,Vegetative,0.75,3.1
Sorghum,31,58.6,66.8,Sandy Loam,6.4,20.9,8.6,287.3,Sunny,3.9,1.65,Flowering,1,1.96
Sorghum,34.8,53.9,57.8,Red Soil,5.5,23.2,11,232.5,Sunny,7,1.95,Fruiting,0.6,2.55
Sorghum,28.8,59.2,54.8,Sandy Loam,6.5,22.6,9.5,285.1,Dry,3.1,1.69,Germination,0.3,1.92
Sorghum,25.5,40.2,34.1,Red Soil,6.2,25.6,11.6,303.8,Sunny,0.1,2.2,Vegetative,0.75,2.1
Sorghum,33.3,58.4,50.1,Red Soil,7.3,21.4,13.1,281.9,Dry,9.9,2.13,Flowering,1,3.01
Sorghum,33.3,49.2,58.9,Red Soil,6.9,19.2,6.9,259.6,Sunny,4.4,1.65,Fruiting,0.6,2.01
Sorghum,25.1,47.9,38.3,Sandy Loam,7.3,25.9,13,307.9,Dry,3.4,2.2,Germination,0.3,2.43
Sorghum,31.2,43.2,69.4,Red Soil,6.1,24.6,13.2,290.2,Sunny,9.2,2.41,Vegetative,0.75,3.21
Sorghum,32.4,46.7,56.5,Red Soil,7.5,18.1,9,262.6,Dry,7.4,1.9,Flowering,1,2.54
Sorghum,25.6,48.7,38.8,Sandy Loam,6.5,20.7,8.8,286.6,Dry,1,1.75,Fruiting,0.6,1.76
Sorghum,29.3,59.4,47.3,Red Soil,6.3,20.7,7.7,256,Sunny,4.9,1.47,Germination,0.3,1.89
Sorghum,28.1,45.2,66.9,Red Soil,7.3,21.9,9.3,265.8,Dry,10,1.87,Vegetative,0.75,2.78
Sorghum,28.6,46.4,32.5,Sandy Loam,6.4,18.7,10.3,273.1,Dry,8.9,1.98,Flowering,1,2.77
Sorghum,34.5,41.3,57.1,Sandy Loam,6.8,27.3,6.5,277.3,Sunny,4.8,1.83,Fruiting,0.6,2.22
Millet,28.5,58.9,22.7,Sandy,5.9,21.6,12.8,259.9,Dry,1,1.99,Germination,0.25,1.79
Millet,25.1,59.1,38.1,Sandy,5.5,25.5,13.7,223.2,Sunny,2.6,1.97,Vegetative,0.65,1.93
Millet,31.9,57.3,34.4,Loamy,6.5,29.1,11.8,216.3,Dry,6,1.9,Flowering,0.95,2.22
Millet,30.4,51.6,20.9,Loamy,6.2,28.5,14,286.5,Sunny,2.4,2.31,Fruiting,0.5,2.2
Millet,31.3,58,25.9,Sandy,6.7,21.6,5.7,215.8,Sunny,4.6,1.27,Germination,0.25,1.54
Millet,26.8,42.1,43,Sandy,6.2,25,12.3,294.6,Sunny,9.5,2.25,Vegetative,0.65,2.86
Millet,26.3,53.7,36.5,Loamy,6.5,27.4,14.9,236.1,Dry,3.4,2.21,Flowering,0.95,2.22
Millet,25.8,40,25.2,Loamy,5.5,28.8,8.5,267.3,Sunny,6.7,1.83,Fruiting,0.5,2.23
Millet,25.4,46.6,25.5,Sandy,6.5,28.6,12.5,207.4,Dry,7,2.01,Germination,0.25,2.41
Millet,29.6,54.7,31.1,Sandy,6.3,24.9,9.3,276.4,Dry,2.6,1.75,Vegetative,0.65,1.75
Millet,25.6,54,33.1,Sandy,5.7,25.6,7.9,223.4,Sunny,6.2,1.48,Flowering,0.95,1.88
Millet,29.9,55.3,45,Sandy,5.9,27.9,11.4,265,Sunny,2.9,1.94,Fruiting,0.5,1.94
Millet,32,56.2,30.4,Loamy,6.2,27.4,6,294.8,Sunny,3.6,1.46,Germination,0.25,1.6
Millet,27.8,40.4,44.5,Loamy,6.8,22.9,11.7,219.8,Sunny,3.5,2.1,Vegetative,0.65,2.13
Millet,28.1,50.9,58.7,Loamy,5.6,26.5,10.5,289.7,Sunny,1.1,1.93,Flowering,0.95,1.75
Millet,25.8,53.3,48.3,Sandy,6.1,26.7,10.8,237,Dry,6.8,1.8,Fruiting,0.5,2.21
Millet,28.5,59.1,46.3,Loamy,6,23.1,8,293.2,Partly Cloudy,4.3,1.55,Germination,0.25,1.75
Millet,28,54.5,57.7,Loamy,6.7,29.6,8.8,285,Sunny,8.9,1.69,Vegetative,0.65,2.33
Millet,29.5,41.8,47.5,Sandy,6.6,26.9,7.1,290,Partly Cloudy,0.4,1.79,Flowering,0.95,1.56
Millet,26.9,56.8,23,Sandy,6.5,23.8,5.5,200.6,Dry,2.5,1.18,Fruiting,0.5,1.25
Millet,30.9,52.4,53.8,Sandy,5.8,22.4,12.7,294.6,Sunny,0.1,2.19,Germination,0.25,1.87
Millet,29,56,35.6,Sandy,6.4,28.6,14.1,276.5,Partly Cloudy,7.8,2.2,Vegetative,0.65,2.65
Millet,24.2,51.8,32.6,Loamy,5.5,28.7,6.6,278,Sunny,8,1.44,Flowering,0.95,2.02
Millet,28.5,59.4,52.7,Sandy,6.2,20,14.8,215.2,Sunny,1,2.11,Fruiting,0.5,1.89
Millet,31.7,57.3,31.6,Sandy,6.5,25.3,7,262.1,Partly Cloudy,2.8,1.49,Germination,0.25,1.55
Millet,27.1,56.8,42.4,Loamy,6.6,28.8,10.6,289.3,Dry,5.3,1.82,Vegetative,0.65,2.08
Millet,27.8,51.6,32.6,Loamy,6.1,23.1,9.7,252.7,Partly Cloudy,9.5,1.78,Flowering,0.95,2.46
Millet,31.6,50.7,22.4,Sandy,5.6,29.3,6.1,280.3,Sunny,9.2,1.55,Fruiting,0.5,2.24
Millet,25.9,41.4,28.4,Sandy,5.7,24.9,13.6,203.3,Partly Cloudy,4.3,2.2,Germination,0.25,2.3
Millet,30.8,53.4,31,Sandy,6.1,20.5,9.4,262.1,Dry,4.8,1.78,Vegetative,0.65,1.99
Millet,28.4,59.7,47.8,Loamy,6.7,21.5,7.3,204.7,Sunny,0.3,1.34,Flowering,0.95,1.17
Millet,31,46.6,28.9,Sandy,6.1,23.8,13.4,211.2,Partly Cloudy,5.7,2.21,Fruiting,0.5,2.45
Millet,27.4,40,54.9,Sandy,6.1,23.7,7.6,202.2,Sunny,3.5,1.65,Germination,0.25,1.75
Millet,27.2,44.5,53,Loamy,6.1,28.1,8.2,255.3,Sunny,9.3,1.74,Vegetative,0.65,2.41
Millet,27,43.5,46,Sandy,5.6,25.8,9,271.1,Partly Cloudy,4.9,1.86,Flowering,0.95,2.07
Millet,25.5,59.1,43.7,Sandy,5.7,23.1,6.4,254.3,Dry,6.7,1.29,Fruiting,0.5,1.77
Millet,28.8,46.5,23.7,Loamy,5.8,28.9,14.1,249.4,Dry,6.3,2.32,Germination,0.25,2.6
Millet,31,41.4,45.9,Loamy,6.1,24,5.1,243.4,Partly Cloudy,4.4,1.54,Vegetative,0.65,1.75
Millet,30.7,46.2,31.5,Sandy,6.8,29.2,9.8,290,Dry,6.9,2,Flowering,0.95,2.39
Millet,31.9,49.7,33.7,Sandy,6.2,28.7,10.4,213.1,Partly Cloudy,7.8,1.88,Fruiting,0.5,2.38
Millet,28.6,44.2,52,Sandy,6.8,20.4,8.5,270.8,Partly Cloudy,3,1.83,Germination,0.25,1.86
Millet,27.2,58.3,41.8,Sandy,5.9,25.2,5.5,281.1,Partly Cloudy,3.9,1.27,Vegetative,0.65,1.47
Millet,28.4,43.6,55.7,Sandy,5.5,29.9,12.7,293,Sunny,5.1,2.3,Flowering,0.95,2.46
Millet,26.5,52.1,54.7,Sandy,5.7,20.1,14.7,293.5,Sunny,0.5,2.31,Fruiting,0.5,2.01
Millet,31.9,54.8,55.5,Loamy,6.3,25.7,11,247.3,Dry,0.1,1.91,Germination,0.25,1.63
Millet,31.9,40.5,54,Sandy,5.8,20.1,10.5,206.3,Dry,0.7,2.03,Vegetative,0.65,1.8
Millet,31.2,58,24,Sandy,5.9,28.6,9.2,201.7,Partly Cloudy,2.6,1.59,Flowering,0.95,1.61
Millet,31.8,59.8,59.2,Loamy,5.8,20.4,7,257.6,Partly Cloudy,5.3,1.44,Fruiting,0.5,1.75
Millet,31.8,40.3,59.2,Sandy,6,29.8,11.5,256.9,Partly Cloudy,9.2,2.24,Germination,0.25,2.82
Millet,27.2,50.8,59.8,Sandy,6.5,29.1,13.4,279.6,Partly Cloudy,4,2.19,Vegetative,0.65,2.26
Millet,30.4,55,22.3,Sandy,6.7,26,7.9,273.7,Dry,3.7,1.62,Flowering,0.95,1.75
Millet,25.5,53.3,33.9,Sandy,6.4,21.3,5.6,208.9,Dry,3.6,1.23,Fruiting,0.5,1.41
Millet,28.5,45.7,39.9,Loamy,6,26.1,6.8,247.4,Dry,4.2,1.59,Germination,0.25,1.77
Millet,27.6,48.7,24.2,Sandy,6.3,26.9,9.3,258.2,Partly Cloudy,1.4,1.79,Vegetative,0.65,1.66
Millet,24.1,40.4,20.4,Sandy,6.2,26.3,9.9,270.1,Partly Cloudy,4.8,1.93,Flowering,0.95,2.12
Millet,26.4,55.1,41.4,Sandy,5.5,28.4,9.7,227.6,Dry,0.7,1.66,Fruiting,0.5,1.48
Millet,30.9,44.4,31.2,Sandy,5.8,22.9,6.7,224.4,Partly Cloudy,2.6,1.6,Germination,0.25,1.62
Millet,26.4,57.2,57.3,Sandy,5.9,26.8,9.5,262.4,Dry,3.5,1.65,Vegetative,0.65,1.75
Millet,28.3,43.5,42.8,Loamy,5.9,23.8,9.5,216.6,Dry,5.3,1.83,Flowering,0.95,2.09
Millet,30.7,48.2,52.5,Loamy,6.6,28.6,9.5,217.8,Partly Cloudy,4.6,1.8,Fruiting,0.5,1.99
Millet,31.7,50.7,35.6,Loamy,6.6,20.3,6.2,287.3,Sunny,1.5,1.57,Germination,0.25,1.48
Millet,31.1,45.5,31.9,Sandy,6.1,26.9,10.4,274.6,Partly Cloudy,9.4,2.06,Vegetative,0.65,2.69
Millet,30.3,42.1,25.5,Loamy,6.1,28.1,7.6,230.9,Sunny,1,1.73,Flowering,0.95,1.57
Millet,27.8,41.8,52,Loamy,5.5,28,8.2,294.4,Partly Cloudy,2.3,1.87,Fruiting,0.5,1.82
Millet,30,49.2,58.8,Loamy,6.2,23.6,11.9,281.2,Sunny,5.8,2.13,Germination,0.25,2.39
Millet,26.5,51.5,36.5,Loamy,5.7,29,5.5,278.2,Sunny,5.7,1.37,Vegetative,0.65,1.73
Millet,31.5,42.5,29.1,Sandy,6.6,20.8,9.6,250.5,Dry,3.6,1.99,Flowering,0.95,2.05
Millet,26.4,40.1,25.6,Sandy,6.3,25.2,8.5,270.7,Partly Cloudy,3.7,1.85,Fruiting,0.5,1.94
Millet,26.4,42.4,23.8,Loamy,6.5,28,12.9,210.5,Partly Cloudy,0.6,2.14,Germination,0.25,1.88
Millet,29.5,43.7,58.6,Sandy,6.1,29.5,10.9,244.8,Partly Cloudy,4.6,2.05,Vegetative,0.65,2.2
Millet,26.1,57.8,25.3,Loamy,6.7,28.8,6.3,243.4,Partly Cloudy,0.6,1.29,Flowering,0.95,1.16
Millet,31.7,57.4,28.9,Sandy,6.1,25.1,6.3,253.6,Partly Cloudy,8.8,1.4,Fruiting,0.5,2.07
Millet,24.6,59.3,40.9,Sandy,6.3,20.1,6.5,235.6,Partly Cloudy,5.2,1.26,Germination,0.25,1.59
Millet,27.2,46.8,33.6,Sandy,6.7,25.7,13.9,296.9,Dry,5,2.34,Vegetative,0.65,2.49
Millet,28.7,59.7,35,Loamy,5.8,23.1,8.5,275.7,Sunny,6,1.57,Flowering,0.95,1.93
Millet,24.4,51.3,36,Sandy,6.8,26.9,8.2,207.4,Partly Cloudy,8.6,1.5,Fruiting,0.5,2.13
Millet,29.7,56.4,23,Sandy,6.4,23.7,8.5,214.5,Sunny,9.6,1.55,Germination,0.25,2.28
Millet,24.8,54.1,59.9,Sandy,6,23,8.1,292.6,Partly Cloudy,5.8,1.58,Vegetative,0.65,1.92
Millet,30.2,46.4,35.2,Loamy,6,22.4,11.5,281.5,Dry,3.8,2.14,Flowering,0.95,2.2
Millet,25.8,43.6,44.7,Loamy,6.3,25.9,14.3,250.3,Partly Cloudy,9.5,2.32,Fruiting,0.5,2.92
Millet,29.2,54.2,30.2,Sandy,6.3,23.2,8.3,263.2,Partly Cloudy,0.1,1.63,Germination,0.25,1.4
Millet,26.1,53.7,37.4,Loamy,6.6,21.7,10.6,206.6,Dry,1,1.73,Vegetative,0.65,1.57
Millet,30.5,43.7,24,Sandy,6.1,23.7,14.8,270.4,Sunny,6.9,2.51,Flowering,0.95,2.82
Millet,26.2,42.3,36.5,Loamy,5.9,24.9,5.6,275.4,Sunny,0.2,1.53,Fruiting,0.5,1.32
Millet,24.2,50.6,46.4,Loamy,6.6,25.6,8.6,230,Sunny,8.5,1.58,Germination,0.25,2.19
Millet,30.8,48.8,44.8,Sandy,6.5,28.2,13.6,270.7,Partly Cloudy,4.8,2.3,Vegetative,0.65,2.43
Millet,30.9,45.1,42.2,Loamy,6.5,26.3,14.6,207.1,Partly Cloudy,8.1,2.34,Flowering,0.95,2.8
Millet,25.6,40.7,44.4,Loamy,6.5,29.1,9.7,226.2,Sunny,6.7,1.86,Fruiting,0.5,2.25
Millet,27.4,45.2,55.9,Loamy,6.8,29.3,10.4,229.5,Partly Cloudy,3.2,1.9,Germination,0.25,1.94
Millet,31,56.5,55.9,Loamy,5.6,27.5,11.3,280.2,Sunny,2.1,1.95,Vegetative,0.65,1.87
Millet,24.5,42.9,37,Loamy,6,26.8,6.5,225.8,Dry,4.6,1.48,Flowering,0.95,1.72
Millet,25.4,46.2,37.3,Loamy,5.7,23.4,7,210.4,Partly Cloudy,6.9,1.48,Fruiting,0.5,1.95
Millet,28.5,58.6,23.9,Loamy,6.8,25.4,13.1,204.2,Sunny,6.4,1.94,Germination,0.25,2.29
Millet,30.6,48.2,42.7,Loamy,6.8,28.6,12.2,239.9,Sunny,2.7,2.11,Vegetative,0.65,2.06
Millet,28.7,44.5,38.1,Sandy,6.5,24.7,12.8,256.9,Dry,0.9,2.23,Flowering,0.95,1.99
Millet,31,47.5,32.1,Sandy,6.8,24.2,6.2,204.2,Sunny,5,1.46,Fruiting,0.5,1.74
Millet,32,56.2,40.1,Loamy,6.2,23.2,5.8,239.1,Dry,0.7,1.36,Germination,0.25,1.23
Millet,26.7,59.9,28,Loamy,5.6,28.4,9.8,253.6,Partly Cloudy,2,1.63,Vegetative,0.65,1.59
Millet,29.5,57.5,51.2,Sandy,6.7,20.7,8.8,244.4,Dry,8.5,1.6,Flowering,0.95,2.21
Millet,24.7,40.1,49.4,Loamy,6.5,29.2,13.5,235.7,Partly Cloudy,7.7,2.25,Fruiting,0.5,2.68
Millet,30.7,52.4,31.6,Loamy,6.4,26.7,14.4,235.1,Partly Cloudy,5.4,2.25,Germination,0.25,2.45
Millet,28.1,51.5,45.6,Sandy,6.1,27.1,6.9,293.6,Dry,5.5,1.57,Vegetative,0.65,1.88
Millet,28.9,45.6,38.2,Sandy,5.7,26,13.9,246.7,Dry,7.2,2.31,Flowering,0.95,2.68
Millet,31.4,41.7,23.7,Loamy,6.3,21,9.5,238.7,Partly Cloudy,10,1.97,Fruiting,0.5,2.67
Millet,29.9,47.9,41.9,Loamy,6.7,28.1,6.3,227.5,Partly Cloudy,0.4,1.49,Germination,0.25,1.31
Millet,25,48,47.8,Sandy,6.3,20.3,13,214.1,Partly Cloudy,5.5,2.05,Vegetative,0.65,2.29
Millet,27.5,57.9,28.4,Sandy,6.6,22.1,8.8,280.9,Partly Cloudy,4.9,1.62,Flowering,0.95,1.87
Millet,30.6,59.2,32.3,Sandy,6.4,21.1,6.8,219.2,Partly Cloudy,4.8,1.35,Fruiting,0.5,1.63
Millet,27.7,49.9,51.1,Sandy,6.5,26.1,7.9,272.7,Dry,8.2,1.66,Germination,0.25,2.23
Millet,31.6,51.8,49.9,Sandy,6.1,26.9,12.1,200.2,Dry,8.1,1.98,Vegetative,0.65,2.49
Millet,27.7,45.2,33.1,Loamy,5.9,29.6,9.6,221.6,Partly Cloudy,8.3,1.81,Flowering,0.95,2.37
Millet,31.5,46.5,27.4,Sandy,5.6,27.7,8.9,270.9,Partly Cloudy,8.9,1.89,Fruiting,0.5,2.5
Millet,25.2,47.6,52.5,Sandy,5.8,22.9,6.6,293.7,Sunny,4.9,1.55,Germination,0.25,1.81
Millet,30.3,48.2,58.8,Loamy,5.7,29.2,10.7,265.5,Sunny,6.6,2,Vegetative,0.65,2.36
Millet,29.2,44.4,43.6,Loamy,6.7,27.3,12.2,226.6,Dry,0.5,2.12,Flowering,0.95,1.85
Millet,31.5,57.2,51,Sandy,6.7,25.5,13.6,258.8,Sunny,2.8,2.14,Fruiting,0.5,2.1
Millet,25.7,56.3,55.7,Loamy,6.1,27.4,10.1,211.2,Sunny,3.1,1.65,Germination,0.25,1.71
Millet,29.1,56.1,24.4,Loamy,6.4,26.1,13.7,262.4,Dry,9.8,2.14,Vegetative,0.65,2.8
Millet,29,53.7,56.4,Loamy,6.5,20,13.8,269.8,Dry,3.1,2.2,Flowering,0.95,2.18
Millet,28.2,50.3,49.8,Loamy,5.6,22.4,11.7,282.7,Sunny,8.9,2.05,Fruiting,0.5,2.63
Millet,28,49.8,56.9,Sandy,5.6,27.3,11.2,254.4,Dry,2.8,1.96,Germination,0.25,1.95
Millet,24.1,58.7,41.1,Sandy,6.7,26.3,14.6,244.1,Sunny,9.5,2.08,Vegetative,0.65,2.72
Millet,30.8,53,53.5,Sandy,5.9,22.2,8.5,211,Sunny,5.5,1.61,Flowering,0.95,1.92
Millet,29.9,47.5,42.9,Sandy,6,28.3,11.3,297.2,Sunny,1.7,2.12,Fruiting,0.5,1.97
Millet,31.5,51.6,58.5,Loamy,6.8,28.6,6.9,275.4,Dry,1.9,1.6,Germination,0.25,1.55
Millet,25.3,44.7,45.8,Loamy,6.7,22.6,6.4,247.8,Partly Cloudy,2.5,1.5,Vegetative,0.65,1.52
Millet,28.6,48.7,51.7,Sandy,6.4,22.4,12.7,220.2,Dry,6.7,2.08,Flowering,0.95,2.44
Millet,28.6,48.2,34.8,Sandy,6.8,29.8,13.2,278.9,Sunny,7.4,2.24,Fruiting,0.5,2.64
Millet,32,57,35.8,Sandy,6.6,25.2,10.1,223.6,Sunny,6,1.75,Germination,0.25,2.09
Millet,25.5,45,52.4,Sandy,6,29.3,12.3,274.7,Dry,6.5,2.14,Vegetative,0.65,2.47
Millet,24.6,58.6,24.6,Loamy,5.8,26.6,12.3,287.6,Partly Cloudy,1.3,1.91,Flowering,0.95,1.75
Millet,27.5,57,52.8,Loamy,6.6,28.8,13,251.6,Partly Cloudy,9.7,2.01,Fruiting,0.5,2.68
Millet,30.2,58.5,53.8,Sandy,6.2,29.7,7,253.9,Partly Cloudy,0.5,1.43,Germination,0.25,1.27
Millet,30.6,51.2,37.8,Loamy,5.6,24.6,5.1,226.4,Sunny,8.4,1.33,Vegetative,0.65,1.97
Millet,30.4,46.4,21.4,Sandy,6.6,29.3,7.3,239.3,Partly Cloudy,3.5,1.65,Flowering,0.95,1.75
Millet,31.4,50.7,59.6,Sandy,5.6,27.2,9.8,249.2,Partly Cloudy,9.9,1.86,Fruiting,0.5,2.57
Millet,31.6,59.7,46,Sandy,5.5,27.3,14.5,261.9,Sunny,4.8,2.19,Germination,0.25,2.34
Millet,28.5,55.5,20.5,Loamy,5.5,23.4,5.7,224.6,Dry,0.8,1.28,Vegetative,0.65,1.17
Millet,29.4,46.3,21.4,Sandy,6.4,23.4,13.4,237.4,Dry,7,2.24,Flowering,0.95,2.6
Millet,25.4,49.2,24.1,Sandy,6.3,29.7,5.5,265.7,Dry,6,1.37,Fruiting,0.5,1.76
Millet,29,48.2,54.8,Loamy,6.8,29.6,9.4,228.5,Sunny,6.3,1.78,Germination,0.25,2.14
Millet,28.3,43.8,34,Sandy,5.8,25.1,11.4,274.4,Dry,1.5,2.13,Vegetative,0.65,1.96
Millet,27.2,41.3,52,Sandy,6,26.8,7.3,223.4,Dry,6.2,1.64,Flowering,0.95,2.01
Millet,28.7,40.6,32.4,Sandy,6.6,21.9,6.8,296.1,Sunny,4.9,1.77,Fruiting,0.5,1.99
Millet,30.2,44.4,25.6,Loamy,6.7,25.7,15,253.6,Dry,2.8,2.48,Germination,0.25,2.39
Millet,26.6,53.3,24.7,Loamy,6.1,23.4,8.8,262.4,Dry,2.5,1.65,Vegetative,0.65,1.65
Millet,27.4,50.8,41.5,Sandy,6.7,26.1,8.7,239.8,Dry,2.6,1.66,Flowering,0.95,1.67
Millet,26.8,52.7,31.1,Loamy,6.4,24.4,10,296.3,Partly Cloudy,2.3,1.84,Fruiting,0.5,1.79
Millet,30,49.4,35.6,Loamy,5.6,21.4,12.3,281.5,Dry,8.7,2.16,Germination,0.25,2.71
Millet,26.7,41.3,20.9,Loamy,6.3,29.4,12.3,279.1,Sunny,7.7,2.23,Vegetative,0.65,2.67
Millet,30.2,57.8,36.4,Sandy,6.2,25.7,8.5,273.4,Dry,1.9,1.62,Flowering,0.95,1.57
Millet,26.2,46.4,48.9,Sandy,6.5,20.1,9,277.8,Dry,2.5,1.8,Fruiting,0.5,1.78
Millet,26.7,40.5,43.8,Sandy,6.1,25.6,11.3,287.4,Sunny,5.7,2.16,Germination,0.25,2.41
Millet,31.9,41.3,30.7,Loamy,5.8,20.5,9.8,270.8,Sunny,4.6,2.08,Vegetative,0.65,2.23
Millet,26.7,41.9,48.5,Loamy,5.7,20.9,12.7,221.2,Dry,4,2.15,Flowering,0.95,2.23
Millet,29.7,49.6,42.8,Sandy,6.6,26.3,5.4,282.9,Sunny,4,1.47,Fruiting,0.5,1.65
Millet,26.4,49.6,21.1,Loamy,6.3,25.3,10.2,296.9,Dry,0.7,1.9,Germination,0.25,1.68
Millet,27.3,43.7,44.5,Sandy,5.8,23.7,11.6,243.8,Dry,8,2.07,Vegetative,0.65,2.56
Millet,28.6,54.5,21.7,Loamy,6.4,29.1,10.1,259.9,Partly Cloudy,8.4,1.79,Flowering,0.95,2.36
Millet,29.9,60,30.5,Sandy,6.3,21.1,14.9,294.4,Sunny,0.8,2.24,Fruiting,0.5,1.98
Millet,28.7,60,39.9,Loamy,5.6,21.2,5.6,247.1,Partly Cloudy,8.3,1.23,Germination,0.25,1.88
Millet,29.4,45.2,45.2,Sandy,5.7,28.6,11.5,276.5,Partly Cloudy,3.2,2.14,Vegetative,0.65,2.14
Millet,30.8,47.5,46.7,Sandy,5.9,21.3,8.6,284,Dry,7.4,1.85,Flowering,0.95,2.31
Millet,27.8,41.3,36.3,Loamy,6.5,25.6,11.6,251.1,Sunny,2.7,2.14,Fruiting,0.5,2.09
Millet,24.6,47.7,40.2,Loamy,6.4,21.9,7.4,217.3,Partly Cloudy,4.3,1.49,Germination,0.25,1.7
Millet,26.5,43.4,31.5,Loamy,5.9,27.5,14.6,235.6,Dry,7.1,2.35,Vegetative,0.65,2.71
Millet,29.7,58.8,37.3,Sandy,5.9,26.1,5.7,291.9,Dry,4.4,1.34,Flowering,0.95,1.58
Millet,31.4,53.3,34,Sandy,5.9,27.4,5.4,279.7,Dry,4.4,1.42,Fruiting,0.5,1.65
Millet,28.8,47.5,59.9,Sandy,6,29.9,9.6,287.3,Dry,5.8,1.91,Germination,0.25,2.2
Millet,28.3,49.5,50.5,Sandy,6.6,23.2,12.4,255.3,Dry,9.8,2.1,Vegetative,0.65,2.76
Millet,30.5,57.5,59,Loamy,6,21.2,14.4,218.7,Partly Cloudy,3.2,2.14,Flowering,0.95,2.14
Millet,31.4,41.6,22.6,Sandy,6.4,24.7,6.1,257.7,Dry,2.1,1.67,Fruiting,0.5,1.63
Millet,26.9,54.2,22.8,Loamy,6.1,25.7,13.7,220.5,Sunny,1.4,2.07,Germination,0.25,1.9
Millet,31.5,55.2,33.6,Loamy,5.5,23.1,14.9,277.1,Sunny,1.3,2.34,Vegetative,0.65,2.12
Millet,26.7,57.2,59.2,Loamy,6.4,26.8,5.8,226.7,Dry,7.7,1.24,Flowering,0.95,1.82
Millet,29,49.5,35.8,Sandy,5.7,28.2,9.4,270.7,Partly Cloudy,4.8,1.83,Fruiting,0.5,2.04
Millet,24.2,43.4,45.4,Loamy,5.9,22,10.6,231.4,Dry,6.8,1.89,Germination,0.25,2.29
Millet,27.6,57.7,55.8,Sandy,5.9,26.9,6.5,269.5,Sunny,1.8,1.38,Vegetative,0.65,1.35
Millet,31.3,57.8,21,Loamy,6.4,25.3,9.2,254.1,Dry,4.9,1.68,Flowering,0.95,1.92
Millet,29.5,44.4,60,Loamy,5.9,26.9,6.7,270.8,Partly Cloudy,1.5,1.67,Fruiting,0.5,1.57
Millet,28.9,49.3,32,Loamy,6.2,22.9,14.9,230.6,Sunny,4.4,2.32,Germination,0.25,2.41
